playerId,Name,Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,BestBenchKg
17463,Calvin Rowen,M,Wraps,20,77.4,117.5,167.5,75
22618,Ryan Schiller,M,Raw,20,73,150,155,82.5
665,Anna Maramonte,F,Raw,16.5,53.8,90,112.5,42.5
22817,Sandra Wildeman,F,Single-ply,36.5,56.23,157.5,155,97.5
13796,Janine Jadallah,F,Raw,49,65.9,115,155,70
28589,Nathan Zak,M,Single-ply,15.5,129.2,287.5,227.5,117.5
29003,Corinne Gregoire,F,Raw,25.5,61.6,90,125,47.5
1699,Hannah London,F,Raw,15,60.2,82.5,90,37.5
12164,Malia Apelu,F,Raw,21,77,130,140,50
18261,Tom Kallas,M,Wraps,22,75,322.5,255,157.5
22752,Gerald Chidi,M,Single-ply,33,85.09,200,180,115
26483,Alexis Lesniak,F,Wraps,22,97.2,120,162.5,65
4916,Adelaide Navickas,F,Raw,28.5,56.3,90,132.5,50
7065,Brittney Lerma,F,Wraps,24,105.8,192.5,227.5,92.5
2979,Ellie Steel,F,Raw,25.5,56.56,137.5,162.5,85
21218,Anhelina Kyiakh,F,Single-ply,14.5,51.45,117.5,112.5,70
13750,Elise Francel,F,Wraps,21,67.3,82.5,115,47.5
8990,Shayna Dence,F,Wraps,35,88,132.5,137.5,62.5
6861,Jim Kerns,M,Raw,32,89.9,215,215,150
8168,Talor Parker,F,Single-ply,17,67.13,185.97,136.08,102.06
18897,Casey Gamble,F,Raw,25.5,67,142.5,142.5,70
21355,Linda Hooper,F,Raw,29,43.8,57.5,92.5,30
8128,Jarred Benitez,M,Single-ply,27,58.6,210,205,137.5
25054,Robert Aledo,M,Raw,23,71.65,197.5,237.5,120
13644,Michael Nguyen,M,Raw,25.5,73,150,200,95
16475,Brittany Caldwell,F,Raw,27.5,69.5,105,137.5,62.5
25604,Robertson Yang,M,Raw,17,63.78,110,172.5,77.5
18961,Jared Scott,M,Raw,26.5,77.74,205,227.5,127.5
8384,Masato Tabata,M,Raw,71.5,68.53,85,110,87.5
5246,Kostiantyn Musiienko,M,Raw,18.5,82,212.5,245,170
13464,Callista Puchmeyer,F,Wraps,35,110.8,117.5,147.5,60
28956,Marie Lemkul,F,Raw,40,70.31,87.5,112.5,57.5
3896,Mike Philippov,M,Raw,29.5,77.4,175,235,130
17733,Daria Lazebna,F,Raw,17.5,51.2,120.5,142.5,77.5
1721,Kavwa Sichone,M,Raw,27.5,66,190,212.5,152.5
25911,Santiago Ruiz,M,Wraps,21,72,221,230,130
3777,Alysha O'Neil,F,Raw,19,66.95,107.5,137.5,52.5
16742,Vadim Vasilakiy,M,Raw,24.5,76.55,170,200,110
15210,Kelsy Wiggins,F,Raw,27.5,56,117.5,165,47.5
15722,Thomas Hussey,M,Raw,34,81.96,210,232.5,132.5
23254,Andrew Brewer,M,Single-ply,29,106.2,247.5,257.5,190
4050,Adrian Alaniz,M,Wraps,26,96,225,240,140
28130,Dillion Walker,M,Raw,16,55.1,105,160,60
12280,Ciaraan Roche,M,Raw,20.5,81,200,230,130
13894,James Foley,M,Wraps,47,104.2,227.5,237.5,102.5
7705,Mike Zimmerman,M,Wraps,35,108.95,292.5,302.5,182.5
21774,Caleb Cihlar,M,Raw,16.5,96.5,192.5,205,107.5
12229,Jorge Unigarro,M,Raw,34.5,82.3,210,267.5,160
19146,Hillary Waldron,F,Wraps,27,88.8,152.5,162.5,85
29742,Allen Mahoe III,M,Raw,13,51.6,82.5,102.5,47.5
7105,Shontelle Hellyer,F,Raw,30.5,76.75,150,155,85
6372,Patrick Kelly,M,Wraps,25,80,227.5,227.5,142.5
7244,Renee Henert,M,Wraps,23,93.95,85,97.5,47.5
11877,Vladimir Svobodo,M,Wraps,63,95.3,180,195,130
5062,Viet Phi Phan,M,Raw,24.5,73.2,175,227.5,120
3602,Gary Strassberg,M,Raw,43,97.61,112.5,182.5,120
15764,Dmitriy Nenartovich,M,Wraps,29,108.1,255,247.5,200
11856,Nathan Yelton,M,Wraps,25,108.6,280,260,170
7756,Noah Schor,M,Raw,15,80.7,132.5,165,100
9638,Lydia Dickinson,F,Raw,54.5,54.96,77.5,112.5,42.5
20634,Abby Mcqueeney Penamonte,F,Raw,34.5,62.3,115,140,75
16412,Adrian Brown,M,Single-ply,41.5,104.07,330,317.5,165
10435,Fernando Flores,M,Wraps,27,74.5,202.5,192.5,122.5
10086,Andres Quintero,M,Raw,19,55.85,117.5,145,77.5
19768,Carl Henderson,M,Wraps,60,124.56,181.44,183.7,127.01
10766,Sara Heywood,F,Raw,21,66.7,125,145,62.5
2956,Jerry Marentette,M,Single-ply,60.5,82.48,227.5,247.5,155
7869,Daniel Takacs,M,Raw,20.5,102.25,225,260,140
11934,Lainey Trahan,F,Single-ply,15.5,108.8,147.5,152.5,95
12106,Bianca Barrios,F,Raw,23,66.5,142.5,157.5,67.5
9670,Melvin Lapp,M,Raw,28.5,80.4,133.8,183.7,79.4
5409,Buffy Ralls,F,Wraps,26,51.8,85,127.5,55
7520,Chloe Cooper,F,Raw,12.5,79.9,120,112.5,42.5
17487,EJ Roux,M,Raw,21,74.45,175,217.5,110
4439,Kate Driscoll,F,Single-ply,22.5,70.8,175,162.5,97.5
12198,Antti Savolainen,M,Raw,35.5,65.5,210,265,155
29715,Queto Weber,M,Raw,18.5,80.4,222.5,222.5,117.5
24678,James Ingram,M,Wraps,40,99.74,192.78,226.8,136.08
4690,Jose Hernandez,M,Single-ply,45,80.74,222.5,232.5,147.5
1558,Sergey Nikeshin,M,Raw,56.5,129.11,247.5,270,177.5
10892,Luke Richardson,M,Raw,19.5,126.46,322.5,332.5,180
2488,Liz Freel,F,Multi-ply,40,73.57,254.01,217.72,170.1
27397,Scott Roberts,M,Raw,51,89.48,245,275,132.5
18147,Garrett Galanski,M,Single-ply,15,125,102.06,129.27,88.45
3523,Amie Smith,F,Raw,20.5,67.3,125,137.5,50
4542,Chas Handcock,M,Raw,23.5,86.25,175,215,120
15371,Kimberly Swett,F,Raw,46.5,104.7,155,175,80
3400,James Yates,M,Multi-ply,23,130.02,370,305,265
17273,Christopher Serrao,M,Raw,22.5,92.7,230,265,142.5
28458,Martin Borgland Rønning,M,Raw,30.5,162.6,317.5,325,247.5
2272,Jakob Gibbs,M,Single-ply,17.5,65.9,210,240,147.5
18758,Katherine Bickford,F,Raw,30.5,106.6,117.5,137.5,55
14429,Calab Bensch,M,Wraps,18,103.87,158.76,192.78,102.06
233,Tommy Tran,M,Raw,22.5,62.8,125,125,102.5
27330,Dave Yates,M,Raw,35.5,113.25,252.5,305,180
12823,Jeffrey Bai,M,Raw,21,81.6,162.5,175,105
9843,Chris Yim,M,Raw,23,55.52,170,200,85
16676,Nina Le Blevenec,F,Raw,43.5,56.5,105,135,52.5
23905,Jorgen Hansen,M,Single-ply,28.5,118.87,405,327.5,272.5
25961,Alexander Ono,M,Raw,20.5,65.9,185,215,110
11392,Heather Ayles,F,Raw,44.5,56.66,115,140,60
19254,Corey Jones,M,Raw,37,108.2,250,275,167.5
17261,Roy Glenn,M,Wraps,25,86.6,287.5,275,172.5
9964,Kendra Shortt,F,Raw,27,66.8,117.5,117.5,65
26985,Brittany May,F,Raw,25,67.8,112.5,127.5,60
9727,Jt Kotowski,M,Wraps,24,92.03,192.78,219.99,142.88
28642,Ann Hall,F,Raw,47.5,77.7,55,115,52.5
13231,Billy Meredith,M,Single-ply,28,116.8,265,255,190
26345,Patrick Foster,M,Raw,49.5,80.39,170,175,107.5
13201,Carlos Ferreyra,M,Wraps,18,88.55,242.5,250,150
24976,Maryse Smith,F,Raw,34.5,76.4,107.5,117.5,60
25027,Isabel Norton-Lago,F,Raw,34.5,73.8,105,132.5,57.5
10542,Robert Sadler,M,Raw,52.5,130.64,245,240,150
19775,Richard Wilcox,M,Raw,49.5,119.05,272.5,295,180
25753,Levi Niswander,M,Multi-ply,32,131.81,447.5,352.5,287.5
10420,Tisha Timan,F,Wraps,39,56,105,122.5,55
22259,Jakob Herlitz,M,Raw,19.5,79.4,190,205,122.5
10002,John Stich,M,Wraps,23,93.8,210,250,137.5
4647,Chaise Juarez,M,Wraps,16,72.9,122.5,145,87.5
15572,Juan Garcia,M,Single-ply,17,67.5,111.13,151.95,97.52
14539,Riria Ropata,F,Raw,26.5,120.75,177.5,200,90
20654,Tatyana Mizinova,F,Raw,26,69.2,80,100,47.5
20437,Kara Frazier,F,Raw,34.5,80.5,152.5,182.5,75
16740,Peter Frank,M,Wraps,26,89.8,215,237.5,192.5
27853,Calen Farmer,M,Raw,27.5,90.6,180,145,127.5
15738,David Rocklage,M,Raw,27.5,104.2,265,287.5,137.5
17221,Jesse Lanuevo,M,Wraps,27,55,177.5,227.5,105
8458,America Casillas,F,Wraps,38,78.56,100,145,47.5
27718,Felicia Barr,F,Raw,21,64.59,97.52,127.01,61.23
1726,Ismael Perez,M,Raw,28.5,96.4,182.5,232.5,142.5
28585,Sarah Smith,F,Wraps,20,67.49,115,105,65
18608,Peter Frank,M,Wraps,26,88.6,220,240,190
18746,Erika Garner,F,Raw,25,58.6,97.5,145,60
25069,Rebecca Finch,F,Raw,31,104.8,150,167.5,70
14554,David Clem,M,Wraps,45,113.9,297.5,272.5,162.5
27220,Cannon Greco Hiranaka,M,Raw,19.5,73.3,192.5,232.5,120
10284,Sam Mao,M,Raw,30,113.1,227.5,240,132.5
21782,Will Hayford,M,Multi-ply,42,86.4,275,287.5,167.5
4607,Louis Nguyen,M,Raw,26,85.7,172.5,220,112.5
22635,Paul Clarke,M,Raw,27.5,117.8,235,260,185
28858,Alex Hayes,M,Raw,24.5,82.65,235,277.5,137.5
15753,Carmella Mattingly,F,Raw,43,56.43,142.5,147.5,65
24037,Steve Medrano,M,Single-ply,18.5,84.4,255,227.5,152.5
11115,Kevin Lobb,M,Raw,24,98.2,205,240,165
1067,Alex Young,M,Raw,22,121.4,167.5,212.5,120
7280,Michael Walker,M,Raw,27.5,90.6,272.5,300,157.5
11258,Elvira Villasenor,F,Raw,23,104.1,172.5,170,72.5
10940,Nicola Paviglianiti,F,Raw,21.5,50.6,115,135,62.5
22453,David Jaffe,M,Raw,26,73.5,132.5,182.5,92.5
25984,Paul Angert,M,Raw,23.5,103,205,212.5,130
16006,Carlos Daniel Llosa,M,Wraps,25,88.72,265,245,150
6166,Geraldo Molina,M,Single-ply,28,60,122.5,182.5,107.5
6461,Logan Ibele,M,Wraps,19,122.79,303.91,319.78,192.78
19445,Joe Debono,M,Wraps,40,89.6,215,290,132.5
889,Martin Jackson,M,Raw,36.5,92.3,230,270,152.5
966,Carlin White,M,Raw,24,88.9,205,250,137.5
10481,Gerald Omictin,M,Raw,24,122.25,280,282.5,192.5
20851,Jessica Osborne,F,Raw,37.5,69.2,120,125,55
1963,Keith Correa,M,Raw,20,67.25,197.5,280,147.5
9850,Josh Lentz,M,Wraps,29,96.7,335,295,242.5
12062,Craig MacMillan,M,Raw,25.5,79.8,217.5,262.5,122.5
14496,Chris Kent,M,Raw,37.5,103.8,185,195,130
1909,Sarah Hand,F,Raw,27.5,70.2,122.5,162.5,67.5
15690,Chris Drexelius,M,Raw,36,78.6,122.5,140,65
8353,Sheng-Nan Yang,M,Single-ply,17.5,59.4,170,240,100
29338,Claire Chandler,F,Raw,25.5,62.9,87.5,120,55
24167,Taylor Bittner,F,Wraps,21,74.66,122.5,140,77.5
28516,Jill Whoberry,F,Wraps,26,51.6,100,110,55
29332,Kylie Podeswa,F,Single-ply,18.5,62,142.5,137.5,75
2835,John Marsh,M,Raw,24,107.5,212.5,230,157.5
11455,Natalie Hughbanks,F,Multi-ply,34,68.72,107.5,130,60
7213,Jedry Ednacot,M,Raw,17,67.1,137.5,192.5,77.5
7605,Lauren Brown,F,Raw,28,67.5,102.5,125,52.5
975,Natalie Marie,F,Raw,26.5,67.15,90,110,45
2268,Lachlan Carpenter,M,Raw,18.5,119.5,247.5,260,155
3770,Mykola Arseniuk,M,Single-ply,22.5,115.2,372.5,305,260
21327,Kenny Huynh,M,Raw,20,64.65,150,167.5,110
14984,Raymond D'Alessio,M,Raw,44,90,182.5,227.5,130
25904,Mousa Makky,M,Wraps,22,109.4,230,197.5,182.5
132,Micheale Morgan,F,Raw,24,55.1,132.5,157.5,67.5
10131,Mark Leebrick,M,Raw,22.5,104.3,227.5,245,135
23894,Adam Green,M,Wraps,23.5,88.9,165.56,210.92,136.08
581,Kamee Kitzman,F,Raw,14.5,57.23,82.5,110,42.5
28530,Robert Croft,M,Raw,29.5,101.9,190,215,117.5
9716,Haley Gregorio,F,Single-ply,18.5,61.5,150,170,72.5
9035,Gwendolyn Remaley,F,Single-ply,20.5,88.2,167.5,177.5,85
15992,Enrico Chacon,M,Raw,38,79.5,182.5,190,120
393,Nathan Blackaby,M,Raw,30.5,73.1,195,245,115
10218,Victoria Kerian,F,Raw,18.5,82,72.5,115,37.5
21815,Alex DeSoto,M,Raw,17,97.07,205,227.5,115
25895,Eric Carson,M,Wraps,41,120.8,175,237.5,137.5
21248,Chris Clark,M,Wraps,34,109.13,147.5,182.5,115
8401,Mike Tronske,M,Single-ply,49,107.77,292.5,295,235
17725,Lawrence Melillo,M,Raw,23.5,92.7,242.5,260,172.5
8183,Ezrah Reed,M,Raw,28,84.73,215,300,160
29574,Christopher Caban,M,Wraps,21.5,67.13,142.88,208.65,92.99
11426,Justin Rife,M,Single-ply,16.5,56,102.5,147.5,60
4613,Craig Phillips,M,Raw,36,112.49,140,190,102.5
16607,Ana Castellain,F,Single-ply,27.5,65.5,248.5,200,162.5
27855,Steve Kennett,M,Raw,41.5,82.2,170,220,120
8593,Alexander Agboola,M,Single-ply,40.5,115.88,280,285,165
14168,Travis Barke,M,Raw,23,74.9,145,187.5,142.5
28092,Christina Heinrich,F,Raw,26.5,58.8,102.5,145,60
20517,Chris Fahs,M,Raw,31.5,91.7,210,252.5,142.5
19119,Nathan Walton,M,Raw,41,74.8,247.5,300,170
29145,Jordan Alderfer,M,Raw,20.5,79.35,200,237.5,112.5
19787,Connor Keenan,M,Raw,18.5,78.8,182.5,180,112.5
19899,Clara Barsoee,F,Raw,22.5,46.14,97.5,117.5,60
12190,David Sichinava,M,Raw,26,103.5,220,270,170
22680,Tom Bishop,M,Raw,74,57.47,87.5,115,62.5
2908,Tyler Oldham,M,Wraps,27,96.62,299.37,297.1,151.95
23100,Jake Toledo,M,Raw,26,107.5,267.5,295,182.5
8071,Eric Dumas,M,Raw,51.5,92,255,265,145
29493,Danielle Hussey,F,Raw,40.5,55.92,115,122.5,60
18807,Denis Ryabchikov,M,Raw,15.5,56.09,140,170,80
15890,Cammilla White,F,Raw,31.5,83.3,140,152.5,67.5
22919,Demiree Durkin,F,Raw,23,73.7,142.5,165,77.5
5264,Matt Munson,M,Raw,44,88.8,152.5,192.5,100
6163,Daniel-Glenn Harvey,M,Raw,28.5,71.4,155,172.5,100
19932,Robert Bierschbach,M,Single-ply,46,135.5,300,262.5,210
27980,Juan Bollo,M,Raw,20,71.99,172.5,207.5,112.5
5481,John-Paul Gwilliams,M,Raw,23,86.4,210,240,142.5
28832,Luke Dreier,M,Wraps,30,114.4,245,285,165
26073,Rose Huynh,F,Single-ply,16.5,46.9,85,87.5,35
6895,Claire Ochs,F,Wraps,16,50.5,72.5,80,40
27499,Jason Sou,M,Raw,19,79.8,202.5,207.5,115
17193,Katie Ernst,F,Raw,27,71.5,127.5,165,60
18768,Philippe Courtois,M,Single-ply,52,71.8,182.5,210,132.5
14317,Seth Nieminski,M,Raw,26,113.5,242.5,230,137.5
13600,Bill Villacorta,M,Single-ply,20.5,64.8,152.5,192.5,107.5
2650,Rod Sutton,M,Single-ply,49.5,76.5,170,170,120
21021,Malinda Baum,F,Single-ply,45.5,89.14,155,162.5,97.5
29862,Aaron Chamberlain,M,Wraps,19,85.7,175,200,120
8789,Keiran Chambers,M,Wraps,17,110.8,220,210,117.5
15345,Scott Pulman,M,Raw,26,98.3,210,272.5,155
3190,Jon Brown,M,Raw,25.5,106.1,227.5,242.5,147.5
20004,Pamela Dorn,F,Multi-ply,51,64.3,155,175,80
9894,Gary Shahinyan,M,Raw,19.5,91.1,192.5,185,122.5
12349,Joe Oakley,M,Raw,24,105.2,215,207.5,150
3650,Elisabeth Saunders,F,Raw,37.5,70.4,55,55,55
20510,Simon Menard,M,Raw,23,101.7,212.5,292.5,175
21802,Levon Kocharyan,M,Raw,30.5,73.16,180,180,157.5
27578,Keegan Spangler,M,Raw,16.5,71.5,140,197.5,82.5
5976,Nick Chapman,M,Raw,22,88.5,192.5,250,147.5
3370,Matthew Longoria,M,Single-ply,16.5,57.72,187.5,182.5,135
29091,Ian Flores,M,Wraps,29,99,202.5,247.5,130
21651,Kara Phillips,F,Raw,19.5,73.21,115,120,60
9604,Alexander Pardes,M,Raw,25,82.05,177.5,185,110
23619,Cantrell Jackson,M,Raw,20.5,73.1,187.5,220,107.5
1764,Kenneth Schoof,M,Raw,23,88.1,197.5,282.5,147.5
28658,Emily Blue-Diaz,F,Raw,15.5,81.67,110,115,47.5
22283,Alexis Manning,F,Raw,24,74.7,107.5,155,65
24759,Jose Hernandez,M,Raw,30,87.9,170,205,142.5
21111,Harley Lewis,M,Raw,21,89.48,165,180,122.5
15629,Ken Soryadvongsa,M,Raw,20.5,66.7,130,165,80
7903,Thomas McEcirney,M,Single-ply,24,101.9,200,240,160
13334,Jonathan Warrick,M,Wraps,30,107.86,265,275,175
18120,Anh Minh Ken Nguyen,M,Raw,27.5,72.5,220,260,145
14692,Stephen D'Alessandro,M,Raw,42,66.22,213.19,240.4,136.08
13451,Emily Hu #1,F,Wraps,31,54.93,125,150,82.5
13993,Andrew Naranjo,M,Raw,27,107.6,210,210,115
11539,Alex Nida,M,Wraps,32,105.3,190,242.5,97.5
17952,Vishal Patel,M,Raw,26,109.95,202.5,210,112.5
16846,John Curtis,M,Wraps,75,103,155,182.5,87.5
17127,Elizabeth Iffrig,F,Raw,28.5,70.7,97.5,125,65
8414,Ryan Toney,M,Raw,20,79.7,165,202.5,115
24271,Amy Pretasky,F,Raw,43.5,52.3,97.5,127.5,57.5
8817,Victoria Alonso,F,Raw,26,55.97,92.5,110,47.5
6284,Brian Pacheco,M,Single-ply,35,88.18,200,217.5,170
22080,Cordova Jesus Apodaca,M,Raw,19.5,76,130,182.5,97.5
12944,David Van,M,Raw,30,58.7,127.5,147.5,95
19095,Angie Snider,F,Raw,40,85,102.5,145,57.5
8536,Brian Porciuncula,M,Wraps,27,71.7,210,245,135
15651,Matt Byrd,M,Raw,20,97.4,175,192.5,130
12726,Jackson Cooper,M,Raw,,81.05,180,220,120
22314,Casey Clark,F,Raw,32,74.7,150,185,87.5
25576,Joseph Lopez,M,Single-ply,21.5,143.8,290,247.5,215
10471,Daniella Kelly,F,Wraps,26,127.7,210,200,72.5
21984,Brittany Liberson,F,Raw,29,55.3,52.5,95,45
4326,Lance Urlich,M,Single-ply,30.5,118.3,220,260,182.5
28505,Michael Jensen,M,Single-ply,,89.62,305,312.5,160
8587,Joseph Cornish,M,Raw,52,74.1,207.5,245,142.5
27996,Ricardo Costa,M,Single-ply,29,108.41,204.91,232.47,212.39
13306,Michelle Vice,F,Raw,14.5,95.4,60,115,52.5
23929,Miasarah Ribot,F,Raw,20.5,50.6,65,102.5,50
3641,Owen Britt,M,Wraps,20,89.2,235,260,135
15799,Samantha Nelson,F,Raw,28,90,140,142.5,70
9034,Christopher Richard,M,Wraps,24,82.5,167.83,210.92,102.06
28140,Edward McKinnis,M,Raw,25,134.58,330,347.5,230
21,Stephen Pickens,M,Raw,54,73.32,180,190,130
3718,Mitchell Wert,M,Raw,34.5,103.5,187.5,182.5,115
13391,Jessica Barnett,F,Raw,32.5,50.25,87.5,115,52.5
2902,Ashlee Hernandez,F,Raw,16.5,52.25,95,107.5,45
24500,Prudence May,F,Raw,27.5,90.41,130,135,62.5
5534,Robert Landauer,M,Raw,48.5,101.6,202.5,227.5,152.5
19276,Daniel Stewart,M,Wraps,22.5,99.1,300,285,198.5
11042,Erin Schimke,F,Raw,23,65.4,122.5,150,65
15351,Jacky Ruan,M,Raw,17.5,82.5,152.5,187.5,67.5
779,Irving Pena,M,Raw,27.5,116.5,167.5,205,90
20897,Joshua Gillis,M,Wraps,25,108.9,276,265,175
23882,Yas Finjan,F,Wraps,24,70.4,107.5,110,50
25454,Sheyenne Tercero,F,Wraps,18,83.91,107.5,152.5,65
22236,Raphael Rodriguez,M,Raw,25,101.9,172.5,210,125
3431,Alex Stanley,M,Wraps,29,124.8,245,295,155
17207,Anthony Biasetti,M,Raw,39,80.04,205,240,127.5
29401,Glenn Hansen,M,Raw,37.5,112.3,180,255,115
3622,Kellen Boyce,M,Single-ply,39,127.46,304.93,259.91,179.96
4259,Alec Sime,M,Raw,26.5,118.1,232.5,250,152.5
4725,Paul Tabone,M,Single-ply,33,109.86,272.5,272.5,205
1469,Maron Cury,M,Wraps,62,81.8,182.5,227.5,102.5
13322,Allyson Smith,F,Wraps,35,66.8,115,160,77.5
20516,Marcelino Moran,M,Raw,30,109.72,250,227.5,202.5
24606,Tony Reinmuth,M,Raw,25,150.15,342.5,305,207.5
8424,Darren Keokenlaya,M,Single-ply,,99.3,225,210,105
368,Melissa Duffield,F,Raw,41,68.5,100,120,60
27481,Richard Acuna,M,Raw,29,108.4,227.5,257.5,142.5
11785,Stephanie Staub,F,Raw,38,57.5,75,92.5,32.5
13112,Kristzia Nieves,F,Single-ply,20.5,70.64,170,160,115
9491,Samuel Ibrahim,M,Raw,19.5,82.95,135,172.5,102.5
29875,Brady Jones,M,Single-ply,23,122.47,282.5,302.5,187.5
11384,Natalie Allen,F,Raw,25,73.9,75,125,55
20402,Bjarte Vik Larsen,M,Raw,21.5,119.3,277.5,300,205
22026,Kamil Gaska,M,Raw,23.5,65.3,142.5,155,97.5
18105,Allastair Boast,M,Raw,34.5,91.7,150,190,85
29027,Ray Tse,M,Raw,30.5,80.5,227.5,267.5,137.5
4060,Lucas De Lara Marci,M,Raw,28,65.9,150,217.5,110
10683,Ericka Lawson,F,Single-ply,27,88.45,139.93,139.93,74.96
1824,Manae Matsubara,F,Raw,18,51.39,55,70,37.5
29205,Fabricio Coletti Venturini,M,Raw,25,117.8,220,250,170
10972,Kristen Zanon,F,Raw,25,58.3,87.5,122.5,50
26924,Jonathan Marrero,M,Raw,21.5,81.97,235,235,142.5
26645,Jorge Alvarez,M,Raw,19,98.1,180,250,120
3758,Paola Rodelas,F,Raw,27,58.97,85,110,52.5
3232,Raymond Damasco,M,Raw,33,60,157.5,197.5,120
18302,Becky Rich,F,Raw,27,59.8,117.5,137.5,85
7246,Regan Nathan,F,Raw,28,71.24,90,117.5,45
17953,Albert Alvarado,M,Raw,32,89,185,207.5,127.5
1831,Rodney Wrockage,M,Wraps,39,134.8,270,307.49,200
8539,Craig O'Connell,M,Raw,32,99,215,295,150
1242,Mikko Muttonen,M,Raw,27.5,91.33,257.5,285,175
19253,Nick Conn,M,Raw,24,89.81,207.5,260,130
20745,James Pavelski,M,Wraps,28,120.75,215,272.5,170
23326,Tony Rose,M,Raw,15.5,71.78,135,172.5,80
4656,Kevin Nguyen,M,Raw,20,64.6,133,170,87.5
20997,Adam Saldana,M,Raw,24,105.1,212.5,227.5,137.5
8998,Brittaney Habhab,F,Raw,29,73,107.5,125,55
11914,Brandon Diamond,M,Raw,34.5,101.9,262.5,290,142.5
26076,Nathaniel Pascua,M,Raw,31,63.32,160,227.5,115
8343,Allen Elliot,M,Wraps,29,114.58,-272.5,242.5,195
27343,James Pascual,M,Raw,19,64.2,152.5,195,85
8893,Adam Wasson,M,Wraps,22,107.7,232.5,267.5,170
7490,Debbie Nahas,F,Raw,47.5,68.1,115,137.5,67.5
26738,Lee Short,M,Wraps,36,98.97,287.5,290,167.5
18161,Bob Kinsey,M,Single-ply,71,88.36,142.5,137.5,90
11859,Nathaniel Pascua,M,Raw,31,66.85,160,212.5,120
27715,Manuel Guadian,M,Raw,22.5,114.5,227.5,245,155
14772,Francis Pike,M,Raw,19.5,90.5,180,230,100
17606,Jason Davis,M,Wraps,36,87.54,187.5,227.5,145
1777,Deb Johnson,F,Wraps,42,74.84,105,160,57.5
23612,Rick White,M,Single-ply,23,120.2,290,247.5,205
15111,Colton Aho,M,Raw,23.5,110.8,245,310,132.5
11133,Jonathan Scheider,M,Raw,25,89.8,192.5,207.5,145
13072,Miguel Aguilar,M,Wraps,33,82.15,207.5,247.5,162.5
22448,Jaime Kobra,F,Raw,23.5,56.2,125,152.5,70
25940,Sani Sanileva,M,Raw,42.5,112,250,242.5,155
13863,Sarah Tanner,F,Raw,20.5,71.45,105,125,60
14490,Chris Duarte,M,Raw,17,80.15,162.5,182.5,115
19935,Ashley DeShetler,F,Raw,21.5,62.4,120,157.5,67.5
27356,Nicholas Griepentrog,M,Raw,38.5,158.26,249.5,244.9,152
17132,Jordan Kahalekai-Bermoy,M,Raw,25,97.2,227.5,237.5,115
7271,Christine Shea,F,Raw,25.5,79.6,152.5,192.5,77.5
17643,Anthony Lopez,M,Raw,38,73.84,200,222.5,137.5
18272,Bernard Sabadi,M,Raw,31.5,118.65,180,260,165
14779,Mason Bremke,M,Wraps,24,137.9,312.5,287.5,200
23283,Abraham Ayala,M,Single-ply,36,99.9,265,272.5,197.5
17095,Nabeel Daoud,M,Raw,17,89,167.5,197.5,120
12470,Viktor Samúelsson,M,Raw,23.5,118.95,290,312.5,205
16619,Matthew Sutton,M,Raw,19,72.6,100,115,62.5
21929,Gabrielle Vera,F,Raw,20,51.4,92.5,110,50
23585,Paul Boss,M,Raw,16.5,72.9,112.5,142.5,92.5
13660,Hunter Soileau,F,Raw,18.5,82.9,112.5,122.5,67.5
21733,Danielle Shamblin,F,Raw,38,80.3,77.5,125,50
19713,Michael Skelton,M,Raw,48.5,107.14,250,272.5,190
3293,Marino Jeffrey,M,Single-ply,30.5,88.8,285,227.5,165
378,Steph Radovanovic,F,Raw,43.5,60.95,100,130,60
11484,Aleksandr Kozlov,M,Wraps,23,89.2,290,270,157.5
14247,Daniel Sturge,M,Multi-ply,,96.8,250,267.5,172.5
11882,Horacio Nochetto,M,Raw,29.5,103.4,232.5,265,157.5
3845,Justin Kirk,M,Raw,25,109.35,230,250,160
15051,Rob Deutsche,M,Wraps,32,85.18,145,170,95
23556,Steven Ramirez,M,Single-ply,17,110,102.06,142.88,70.31
13777,Lauren Bozic,F,Raw,19.5,70.15,110,135,62.5
29285,Michael Stevens,M,Raw,33,99.7,155,167.5,140
18178,Ruslan Yakimov,M,Wraps,32,98.1,250,240,137.5
25080,McKay Hackford,M,Raw,26,103.8,195,227.5,130
13039,Lindsey Rossiter,F,Raw,22,66.8,120,150,72.5
5024,Billy Boughan,M,Raw,28,120.3,205,265,137.5
14029,Katy Whitlock,F,Wraps,38,50.8,85,95,42.5
12270,Victoria Bui,F,Raw,27.5,45.54,82.5,102.5,47.5
1658,Ilya Karmishin,M,Wraps,32,99.9,280,292.5,185
212,Devin LaMere,M,Raw,18,58.42,100,137.5,95
24669,Charlie Faircloth,F,Wraps,13,54.61,67.5,105,42.5
29138,William Lawson,M,Wraps,29,74.89,190,207.5,115
15898,Nathanal Flint,M,Wraps,17,93.8,182.5,192.5,102.5
8526,Ana Kenlon,F,Raw,27,67.1,140,160,72.5
18550,Edwin Clayton,F,Raw,24.5,57,100,127.5,60
19494,Renato Capillas,M,Raw,24.5,72.4,175,217.5,92.5
15762,Jordan Nelson,M,Raw,22,81.4,190,202.5,127.5
13901,Alyssa Sotelo,F,Raw,27,73,112.5,115,52.5
14195,Javier Villanueva,M,Single-ply,24.5,81.7,205,255,115
792,Austin Dressel,M,Single-ply,16.5,73.57,170.1,183.7,93
16617,Duke Catherine,M,Wraps,21,109.4,155,180,107.5
